asset_id,URL
1202,https://auctions.royaltyexchange.com/auctions/trademark-royalties-cherry-garcia/
1201,https://auctions.royaltyexchange.com/auctions/royalties-from-cherry-garcia-ice-cream/
1198,https://auctions.royaltyexchange.com/auctions/ice-cream-trademark-royalties-cherry-garcia/
1197,https://auctions.royaltyexchange.com/auctions/trademark-royalties-from-cherry-garcia-ice-cream/
1196,https://auctions.royaltyexchange.com/auctions/head-first-book-series-publishing-royalties-more/
1195,https://auctions.royaltyexchange.com/auctions/licensing-revenue-stock-video-footage/
1193,https://auctions.royaltyexchange.com/auctions/hip-hop-publishing-bluefaces-stop-cappin/
1192,https://auctions.royaltyexchange.com/auctions/rock-publishing-featuring-redlight-king/
1191,https://auctions.royaltyexchange.com/auctions/royalties-from-the-jingle-the-best-part-of-wakin-up/
